ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000008277	ADAM22	53616	HGNC:201	protein_coding	MDC2	7	ADAM metallopeptidase domain 22
ENSG00000008282	SYPL1	6856	HGNC:11507	protein_coding	SYPL	7	synaptophysin like 1
ENSG00000008283	CYB561	1534	HGNC:2571	protein_coding	CGCytb|CYB561A1|FRRS2	17	cytochrome b561
ENSG00000008294	SPAG9	9043	HGNC:14524	protein_coding	CT89|FLJ13450|FLJ14006|FLJ26141|FLJ34602|HLC4|HSS|JIP-4|JIP4|JLP|KIAA0516|MGC117291|MGC14967|MGC74461|PHET|PIG6|SYD1	17	sperm associated antigen 9
ENSG00000008300	CELSR3	1951	HGNC:3230	protein_coding	ADGRC3|CDHF11|EGFL1|FMI1|HFMI1|MEGF2	3	cadherin EGF LAG seven-pass G-type receptor 3
ENSG00000008311	AASS	10157	HGNC:17366	protein_coding	LKR/SDH|LKRSDH|LORSDH	7	aminoadipate-semialdehyde synthase
ENSG00000008323	PLEKHG6	55200	HGNC:25562	protein_coding	ARHGEF46|FLJ10665|MYOGEF	12	pleckstrin homology and RhoGEF domain containing G6
ENSG00000008324	SS18L2	51188	HGNC:15593	protein_coding	KIAA-iso|KIAAiso	3	SS18 like 2
ENSG00000008382	MPND	84954	HGNC:25934	protein_coding	FLJ14981	19	MPN domain containing
ENSG00000008394	MGST1	4257	HGNC:7061	protein_coding	GST12|MGST-I|MGSTI|PMAN	12	microsomal glutathione S-transferase 1
ENSG00000008405	CRY1	1407	HGNC:2384	protein_coding	PHLL1	12	cryptochrome circadian regulator 1
ENSG00000008438	PGLYRP1	8993	HGNC:8904	protein_coding	PGLYRP|PGRP|PGRP-S|PGRPS|TAG7|TNFSF3L	19	peptidoglycan recognition protein 1
ENSG00000008441	NFIX	4784	HGNC:7788	protein_coding	NF1A	19	nuclear factor I X
ENSG00000008513	ST3GAL1	6482	HGNC:10862	protein_coding	SIAT4A|SIATFL|ST3GalA.1|ST3O	8	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ENSG00000008516	MMP25	64386	HGNC:14246	protein_coding	MMP20|MMPL1|MT6-MMP|MT6MMP	16	matrix metallopeptidase 25
ENSG00000008517	IL32	9235	HGNC:16830	protein_coding	NK4|TAIF|TAIFb|TAIFd	16	interleukin 32
ENSG00000008710	PKD1	5310	HGNC:9008	protein_coding	PBP|Pc-1|Pc1|TRPP1	16	polycystin 1, transient receptor potential channel interacting
ENSG00000008735	MAPK8IP2	23542	HGNC:6883	protein_coding	IB2|JIP2|PRKM8IPL	22	mitogen-activated protein kinase 8 interacting protein 2
ENSG00000008838	MED24	9862	HGNC:22963	protein_coding	CRSP100|CRSP4|DRIP100|KIAA0130|MED5|THRAP4|TRAP100	17	mediator complex subunit 24
ENSG00000008853	RHOBTB2	23221	HGNC:18756	protein_coding	DBC2|KIAA0717	8	Rho related BTB domain containing 2
ENSG00000008869	HEATR5B	54497	HGNC:29273	protein_coding	DKFZp686P15184|KIAA1414|p200|p200a	2	HEAT repeat containing 5B
ENSG00000008952	SEC62	7095	HGNC:11846	protein_coding	Dtrp1|HTP1|TLOC1	3	SEC62 preprotein translocation factor
ENSG00000008988	RPS20	6224	HGNC:10405	protein_coding	S20|uS10	8	ribosomal protein S20
ENSG00000009307	CSDE1	7812	HGNC:29905	protein_coding	D1S155E|UNR	1	cold shock domain containing E1
ENSG00000009335	UBE3C	9690	HGNC:16803	protein_coding	KIAA0010|KIAA10	7	ubiquitin protein ligase E3C
ENSG00000009413	REV3L	5980	HGNC:9968	protein_coding	POLZ|REV3	6	REV3 like, DNA directed polymerase zeta catalytic subunit
ENSG00000009694	TENM1	10178	HGNC:8117	protein_coding	ODZ1|ODZ3|TEN-M1|TEN1|TNM	X	teneurin transmembrane protein 1
ENSG00000009709	PAX7	5081	HGNC:8621	protein_coding	Hup1	1	paired box 7
ENSG00000009724	MASP2	10747	HGNC:6902	protein_coding	MAP-2|MAP2|MASP1P1|Map19|sMAP	1	MBL associated serine protease 2
ENSG00000009765	IYD	389434	HGNC:21071	protein_coding	C6orf71|DEHAL1|dJ422F24.1	6	iodotyrosine deiodinase
ENSG00000009780	FAM76A	199870	HGNC:28530	protein_coding	MGC34648	1	family with sequence similarity 76 member A
ENSG00000009790	TRAF3IP3	80342	HGNC:30766	protein_coding	T3JAM	1	TRAF3 interacting protein 3
ENSG00000009830	POMT2	29954	HGNC:19743	protein_coding	LGMD2N	14	protein O-mannosyltransferase 2
ENSG00000009844	VTA1	51534	HGNC:20954	protein_coding	C6orf55|HSPC228|My012	6	vesicle trafficking 1
ENSG00000009950	MLXIPL	51085	HGNC:12744	protein_coding	CHREBP|MIO|MONDOB|WBSCR14|WS-bHLH|WSbHLH|bHLHd14	7	MLX interacting protein like
ENSG00000009954	BAZ1B	9031	HGNC:961	protein_coding	WBSCR10|WBSCR9|WSTF	7	bromodomain adjacent to zinc finger domain 1B
ENSG00000010017	RANBP9	10048	HGNC:13727	protein_coding	RanBPM	6	RAN binding protein 9
ENSG00000010030	ETV7	51513	HGNC:18160	protein_coding	TEL-2|TEL2	6	ETS variant transcription factor 7
ENSG00000010072	SPRTN	83932	HGNC:25356	protein_coding	C1orf124|DKFZP547N043|DVC1|Spartan	1	SprT-like N-terminal domain
ENSG00000010165	METTL13	51603	HGNC:24248	protein_coding	CGI-01|CGI01|DFNM1|EEF1AKNMT|FEAT|KIAA0859	1	methyltransferase 13, eEF1A N-terminus and K55
ENSG00000010219	DYRK4	8798	HGNC:3095	protein_coding		12	dual specificity tyrosine phosphorylation regulated kinase 4
ENSG00000010244	ZNF207	7756	HGNC:12998	protein_coding	BuGZ	17	zinc finger protein 207
ENSG00000010256	UQCRC1	7384	HGNC:12585	protein_coding	D3S3191|QCR1|UQCR1	3	ubiquinol-cytochrome c reductase core protein 1
ENSG00000010270	STARD3NL	83930	HGNC:19169	protein_coding	MENTHO|MGC3251	7	STARD3 N-terminal like
ENSG00000010278	CD9	928	HGNC:1709	protein_coding	BA2|MIC3|MRP-1|MRP1|P24|TSPAN29	12	CD9 molecule
ENSG00000010282	HHATL	57467	HGNC:13242	protein_coding	C3orf3|GUP1|KIAA1173|MBOAT3|MG56|MSTP002|OACT3	3	hedgehog acyltransferase like
ENSG00000010292	NCAPD2	9918	HGNC:24305	protein_coding	CAP-D2|CAPD2|CNAP1|KIAA0159|hCAP-D2|hCAPD2	12	non-SMC condensin I complex subunit D2
ENSG00000010295	IFFO1	25900	HGNC:24970	protein_coding	HOM-TES-103|HOMTES103|IFFO	12	intermediate filament family orphan 1
ENSG00000010310	GIPR	2696	HGNC:4271	protein_coding		19	gastric inhibitory polypeptide receptor
ENSG00000010318	PHF7	51533	HGNC:18458	protein_coding	HSPC226|NYD-SP6|NYDSP6	3	PHD finger protein 7
ENSG00000010319	SEMA3G	56920	HGNC:30400	protein_coding	FLJ00014|sem2	3	semaphorin 3G
ENSG00000010322	NISCH	11188	HGNC:18006	protein_coding	I-1|I1|IRAS|KIAA0975	3	nischarin
ENSG00000010327	STAB1	23166	HGNC:18628	protein_coding	CLEVER-1|CLEVER1|FEEL-1|FEEL1|FELE-1|FELE1|FEX1|KIAA0246|SCARH2|STAB-1	3	stabilin 1
ENSG00000010361	FUZ	80199	HGNC:26219	protein_coding	CPLANE3|FLJ22688|Fy	19	fuzzy planar cell polarity protein
ENSG00000010379	SLC6A13	6540	HGNC:11046	protein_coding	GAT2	12	solute carrier family 6 member 13
ENSG00000010404	IDS	3423	HGNC:5389	protein_coding	ID2S|SIDS	X	iduronate 2-sulfatase
ENSG00000010438	PRSS3	5646	HGNC:9486	protein_coding	PRSS4|TRY3|TRY4	9	serine protease 3
ENSG00000010539	ZNF200	7752	HGNC:12993	protein_coding		16	zinc finger protein 200
ENSG00000010610	CD4	920	HGNC:1678	protein_coding	Leu-3|Leu3|T4	12	CD4 molecule
ENSG00000010626	LRRC23	10233	HGNC:19138	protein_coding	B7|LRPB7	12	leucine rich repeat containing 23
ENSG00000010671	BTK	695	HGNC:1133	protein_coding	AGMX1|ATK|IMD1|PSCTK1|XLA	X	Bruton tyrosine kinase
ENSG00000010704	HFE	3077	HGNC:4886	protein_coding	HFE1|HLA-H|HLAH	6	homeostatic iron regulator
ENSG00000010803	SCMH1	22955	HGNC:19003	protein_coding	Scml3	1	Scm polycomb group protein homolog 1
ENSG00000010810	FYN	2534	HGNC:4037	protein_coding	MGC45350|SLK|SYN	6	FYN proto-oncogene, Src family tyrosine kinase
ENSG00000010818	HIVEP2	3097	HGNC:4921	protein_coding	HIV-EP2|MBP-2|MBP2|MIBP1|Schnurri-2|Schnurri2|ZAS2|ZNF40B	6	HIVEP zinc finger 2
ENSG00000010932	FMO1	2326	HGNC:3769	protein_coding		1	flavin containing dimethylaniline monoxygenase 1
ENSG00000011007	ELOA	6924	HGNC:11620	protein_coding	ELOA1|SIII|TCEB3|TCEB3A	1	elongin A
ENSG00000011009	LYPLA2	11313	HGNC:6738	protein_coding	APT-2|APT2	1	lysophospholipase 2
ENSG00000011021	CLCN6	1185	HGNC:2024	protein_coding	CLC-6|CLC6|ClC-6|ClC6|KIAA0046	1	Cl-/H+ antiporter 6
ENSG00000011028	MRC2	9902	HGNC:16875	protein_coding	CD280|CLEC13E|ENDO180|KIAA0709	17	mannose receptor C-type 2
ENSG00000011052	NME1-NME2	654364	HGNC:33531	protein_coding	NM23-LV|NM23LV|NMELV	17	NME1-NME2 readthrough
ENSG00000011083	SLC6A7	6534	HGNC:11054	protein_coding	PROT	5	solute carrier family 6 member 7
ENSG00000011105	TSPAN9	10867	HGNC:21640	protein_coding	NET-5|NET5	12	tetraspanin 9
ENSG00000011114	BTBD7	55727	HGNC:18269	protein_coding	FLJ10648|FUP1	14	BTB domain containing 7
ENSG00000011132	APBA3	9546	HGNC:580	protein_coding	X11L2|mint3	19	amyloid beta precursor protein binding family A member 3
ENSG00000011143	MKS1	54903	HGNC:7121	protein_coding	BBS13|FLJ20345|MKS|POC12	17	MKS transition zone complex subunit 1
ENSG00000011198	ABHD5	51099	HGNC:21396	protein_coding	CGI-58|CGI58|NCIE2	3	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
ENSG00000011201	ANOS1	3730	HGNC:6211	protein_coding	ADMLX|KAL|KAL1|KALIG-1|KALIG1|WFDC19	X	anosmin 1
ENSG00000011243	AKAP8L	26993	HGNC:29857	protein_coding	HAP95|NAKAP95	19	A-kinase anchoring protein 8 like
ENSG00000011258	MBTD1	54799	HGNC:19866	protein_coding	FLJ20055|SA49P01	17	mbt domain containing 1
ENSG00000011260	UTP18	51096	HGNC:24274	protein_coding	CGI-48|CGI48|WDR50	17	UTP18 small subunit processome component
ENSG00000011275	RNF216	54476	HGNC:21698	protein_coding	TRIAD3|UBCE7IP1|ZIN	7	ring finger protein 216
ENSG00000011295	TTC19	54902	HGNC:26006	protein_coding	FLJ20343|MGC19520	17	tetratricopeptide repeat domain 19
ENSG00000011304	PTBP1	5725	HGNC:9583	protein_coding	HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB1|PTB2|PTB3|PTB4|pPTB	19	polypyrimidine tract binding protein 1
ENSG00000011332	DPF1	8193	HGNC:20225	protein_coding	BAF45b|NEUD4|SMARCG1|neuro-d4|neurod4	19	double PHD fingers 1
ENSG00000011347	SYT7	9066	HGNC:11514	protein_coding	IPCA-7|IPCA7|MGC150517|PCANAP7|SYT-VII|SYTVII	11	synaptotagmin 7
ENSG00000011376	LARS2	23395	HGNC:17095	protein_coding	KIAA0028|LEURS|MGC26121|mtLeuRS	3	leucyl-tRNA synthetase 2, mitochondrial
ENSG00000011405	PIK3C2A	5286	HGNC:8971	protein_coding	PI3K-C2alpha|PI3KC2alpha	11	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ENSG00000011422	PLAUR	5329	HGNC:9053	protein_coding	CD87|UPAR|URKR	19	plasminogen activator, urokinase receptor
ENSG00000011426	ANLN	54443	HGNC:14082	protein_coding	ANILLIN|Scraps|scra	7	anillin, actin binding protein
ENSG00000011451	WIZ	58525	HGNC:30917	protein_coding	ZNF803	19	WIZ zinc finger
ENSG00000011454	RABGAP1	23637	HGNC:17155	protein_coding	GAPCenA|TBC1D11	9	RAB GTPase activating protein 1
ENSG00000011465	DCN	1634	HGNC:2705	protein_coding	DSPG2|SLRR1B	12	decorin
ENSG00000011478	QPCTL	54814	HGNC:25952	protein_coding	FLJ20084	19	glutaminyl-peptide cyclotransferase like
ENSG00000011485	PPP5C	5536	HGNC:9322	protein_coding	PP5|PPP5	19	protein phosphatase 5 catalytic subunit
ENSG00000011523	CEP68	23177	HGNC:29076	protein_coding	KIAA0582	2	centrosomal protein 68
ENSG00000011566	MAP4K3	8491	HGNC:6865	protein_coding	GLK|MAPKKKK3|RAB8IPL1	2	mitogen-activated protein kinase kinase kinase kinase 3
ENSG00000011590	ZBTB32	27033	HGNC:16763	protein_coding	FAXF|FAZF|Rog|TZFP|ZNF538|mynn	19	zinc finger and BTB domain containing 32
ENSG00000011600	TYROBP	7305	HGNC:12449	protein_coding	DAP12|KARAP|PLO-SL|PLOSL	19	transmembrane immune signaling adaptor TYROBP
ENSG00000011638	LDAF1	57146	HGNC:30136	protein_coding	TMEM159|promethin	16	lipid droplet assembly factor 1
ENSG00000011677	GABRA3	2556	HGNC:4077	protein_coding		X	gamma-aminobutyric acid type A receptor subunit alpha3
ENSG00000012048	BRCA1	672	HGNC:1100	protein_coding	BRCC1|FANCS|PPP1R53|RNF53	17	BRCA1 DNA repair associated
ENSG00000012061	ERCC1	2067	HGNC:3433	protein_coding	RAD10	19	ERCC excision repair 1, endonuclease non-catalytic subunit
ENSG00000012124	CD22	933	HGNC:1643	protein_coding	SIGLEC-2|SIGLEC2	19	CD22 molecule
ENSG00000012171	SEMA3B	7869	HGNC:10724	protein_coding	LUCA-1|LUCA1|SEMAA|SemA|sema5|semaV	3	semaphorin 3B
ENSG00000012174	MBTPS2	51360	HGNC:15455	protein_coding	KFSD|S2P	X	membrane bound transcription factor peptidase, site 2
ENSG00000012211	PRICKLE3	4007	HGNC:6645	protein_coding	LMO6	X	prickle planar cell polarity protein 3
ENSG00000012223	LTF	4057	HGNC:6720	protein_coding	HLF2	3	lactotransferrin
ENSG00000012232	EXTL3	2137	HGNC:3518	protein_coding	REGR|botv	8	exostosin like glycosyltransferase 3
ENSG00000012504	NR1H4	9971	HGNC:7967	protein_coding	FXR|HRR-1|HRR1|RIP14	12	nuclear receptor subfamily 1 group H member 4
ENSG00000012660	ELOVL5	60481	HGNC:21308	protein_coding	HELO1|SCA38|dJ483K16.1	6	ELOVL fatty acid elongase 5
ENSG00000012779	ALOX5	240	HGNC:435	protein_coding	5-LOX|5LOX	10	arachidonate 5-lipoxygenase
ENSG00000012817	KDM5D	8284	HGNC:11115	protein_coding	HY|HYA|JARID1D|KIAA0234|SMCY	Y	lysine demethylase 5D
ENSG00000012822	CALCOCO1	57658	HGNC:29306	protein_coding	Cocoa|KIAA1536|calphoglin	12	calcium binding and coiled-coil domain 1
ENSG00000012963	UBR7	55148	HGNC:20344	protein_coding	C14orf130	14	ubiquitin protein ligase E3 component n-recognin 7
ENSG00000012983	MAP4K5	11183	HGNC:6867	protein_coding	GCKR|KHS|KHS1	14	mitogen-activated protein kinase kinase kinase kinase 5
ENSG00000013016	EHD3	30845	HGNC:3244	protein_coding	PAST3	2	EH domain containing 3
ENSG00000013275	PSMC4	5704	HGNC:9551	protein_coding	MGC13687|MGC23214|MGC8570|MIP224|RPT3|S6|TBP-7|TBP7	19	proteasome 26S subunit, ATPase 4
ENSG00000013288	MAN2B2	23324	HGNC:29623	protein_coding	EpMAN|KIAA0935	4	mannosidase alpha class 2B member 2
ENSG00000013293	SLC7A14	57709	HGNC:29326	protein_coding	KIAA1613|PPP1R142	3	solute carrier family 7 member 14
ENSG00000013297	CLDN11	5010	HGNC:8514	protein_coding	OSP|OTM	3	claudin 11
ENSG00000013306	SLC25A39	51629	HGNC:24279	protein_coding	CGI-69|CGI69|FLJ22407	17	solute carrier family 25 member 39
ENSG00000013364	MVP	9961	HGNC:7531	protein_coding	LRP|VAULT1	16	major vault protein
ENSG00000013374	NUB1	51667	HGNC:17623	protein_coding	BS4|NUB1L|NYREN18	7	negative regulator of ubiquitin like proteins 1
ENSG00000013375	PGM3	5238	HGNC:8907	protein_coding	AGM1|DKFZP434B187|PAGM	6	phosphoglucomutase 3
ENSG00000013392	RWDD2A	112611	HGNC:21385	protein_coding	MGC13523|RWDD2|dJ747H23.2	6	RWD domain containing 2A
ENSG00000013441	CLK1	1195	HGNC:2068	protein_coding		2	CDC like kinase 1
ENSG00000013503	POLR3B	55703	HGNC:30348	protein_coding	C128|FLJ10388|RPC2	12	RNA polymerase III subunit B
ENSG00000013523	ANGEL1	23357	HGNC:19961	protein_coding	Ccr4e|KIAA0759	14	angel homolog 1
ENSG00000013561	RNF14	9604	HGNC:10058	protein_coding	ARA54|HFB30|TRIAD2	5	ring finger protein 14
ENSG00000013563	DNASE1L1	1774	HGNC:2957	protein_coding	DNAS1L1|DNASEX|DNL1L|XIB	X	deoxyribonuclease 1 like 1
ENSG00000013573	DDX11	1663	HGNC:2736	protein_coding	CHL1|ChlR1|KRG-2|KRG2|WABS	12	DEAD/H-box helicase 11
ENSG00000013583	HEBP1	50865	HGNC:17176	protein_coding	HBP|HEBP	12	heme binding protein 1
ENSG00000013588	GPRC5A	9052	HGNC:9836	protein_coding	PEIG-1|PEIG1|RAI3|RAIG1|TIG1	12	G protein-coupled receptor class C group 5 member A
ENSG00000013619	MAMLD1	10046	HGNC:2568	protein_coding	CG1|CXorf6|F18	X	mastermind like domain containing 1
ENSG00000013725	CD6	923	HGNC:1691	protein_coding	Tp120	11	CD6 molecule
ENSG00000013810	TACC3	10460	HGNC:11524	protein_coding	ERIC-1|ERIC1|Tacc4|maskin	4	transforming acidic coiled-coil containing protein 3
ENSG00000014123	UFL1	23376	HGNC:23039	protein_coding	KIAA0776|Maxer|NLBP|RCAD	6	UFM1 specific ligase 1
ENSG00000014138	POLA2	23649	HGNC:30073	protein_coding	FLJ21662	11	DNA polymerase alpha 2, accessory subunit
ENSG00000014164	ZC3H3	23144	HGNC:28972	protein_coding	KIAA0150|ZC3HDC3	8	zinc finger CCCH-type containing 3
ENSG00000014216	CAPN1	823	HGNC:1476	protein_coding	CANP|CANPL1|muCANP|muCL	11	calpain 1
ENSG00000014257	ACP3	55	HGNC:125	protein_coding	ACP-3|ACPP|PAP|TM-PAP|TMPAP	3	acid phosphatase 3
ENSG00000014641	MDH1	4190	HGNC:6970	protein_coding		2	malate dehydrogenase 1
ENSG00000014824	SLC30A9	10463	HGNC:1329	protein_coding	C4orf1|GAC63|HUEL|ZNT9	4	solute carrier family 30 member 9
ENSG00000014914	MTMR11	10903	HGNC:24307	protein_coding	CRA	1	myotubularin related protein 11
ENSG00000014919	COX15	1355	HGNC:2263	protein_coding	CEMCOX2	10	cytochrome c oxidase assembly factor COX15
ENSG00000015133	CCDC88C	440193	HGNC:19967	protein_coding	DAPLE|HkRP2|KIAA1509|SCA40	14	coiled-coil and HOOK domain protein 88C
ENSG00000015153	YAF2	10138	HGNC:17363	protein_coding		12	YY1 associated factor 2
ENSG00000015171	ZMYND11	10771	HGNC:16966	protein_coding	BRAM1|BS69	10	zinc finger MYND-type containing 11
ENSG00000015285	WAS	7454	HGNC:12731	protein_coding	IMD2|THC|WASP|WASPA	X	WASP actin nucleation promoting factor
ENSG00000015413	DPEP1	1800	HGNC:3002	protein_coding		16	dipeptidase 1
ENSG00000015475	BID	637	HGNC:1050	protein_coding		22	BH3 interacting domain death agonist
ENSG00000015479	MATR3	9782	HGNC:6912	protein_coding	KIAA0723|MGC9105|MPD2|VCPDM	5	matrin 3
ENSG00000015520	NPC1L1	29881	HGNC:7898	protein_coding	SLC65A2	7	NPC1 like intracellular cholesterol transporter 1
ENSG00000015532	XYLT2	64132	HGNC:15517	protein_coding	PXYLT2|XT-II|XTII	17	xylosyltransferase 2
ENSG00000015568	RGPD5	84220	HGNC:32418	protein_coding	BS-63|BS63|DKFZp686I1842|RGP5	2	RANBP2 like and GRIP domain containing 5
ENSG00000015592	STMN4	81551	HGNC:16078	protein_coding	RB3	8	stathmin 4
ENSG00000015676	NUDCD3	23386	HGNC:22208	protein_coding	KIAA1068|NudCL	7	NudC domain containing 3
ENSG00000016082	ISL1	3670	HGNC:6132	protein_coding	ISLET1|Isl-1|Isl1	5	ISL LIM homeobox 1
ENSG00000016391	CHDH	55349	HGNC:24288	protein_coding		3	choline dehydrogenase
ENSG00000016402	IL20RA	53832	HGNC:6003	protein_coding	IL-20R1|IL20R1|ZCYTOR7	6	interleukin 20 receptor subunit alpha
ENSG00000016490	CLCA1	1179	HGNC:2015	protein_coding	CLCRG1|CaCC	1	chloride channel accessory 1
ENSG00000016602	CLCA4	22802	HGNC:2018	protein_coding	CaCC2	1	chloride channel accessory 4
ENSG00000016864	GLT8D1	55830	HGNC:24870	protein_coding	AD-017|AD017|FLJ14611	3	glycosyltransferase 8 domain containing 1
ENSG00000017260	ATP2C1	27032	HGNC:13211	protein_coding	ATP2C1A|BCPM|KIAA1347|PMR1|SPCA1	3	ATPase secretory pathway Ca2+ transporting 1
ENSG00000017427	IGF1	3479	HGNC:5464	protein_coding	IGF|IGF-I|IGF1A|IGFI	12	insulin like growth factor 1
ENSG00000017483	SLC38A5	92745	HGNC:18070	protein_coding	JM24|SN2|SNAT5	X	solute carrier family 38 member 5
ENSG00000017797	RALBP1	10928	HGNC:9841	protein_coding	RIP|RIP1|RLIP76	18	ralA binding protein 1
ENSG00000018189	RUFY3	22902	HGNC:30285	protein_coding	KIAA0871|RIPx|Singar1|ZFYVE30	4	RUN and FYVE domain containing 3
ENSG00000018236	CNTN1	1272	HGNC:2171	protein_coding	F3|GP135	12	contactin 1
ENSG00000018280	SLC11A1	6556	HGNC:10907	protein_coding	LSH|NRAMP|NRAMP1	2	solute carrier family 11 member 1
ENSG00000018408	WWTR1	25937	HGNC:24042	protein_coding	DKFZp586I1419|TAZ	3	WW domain containing transcription regulator 1
ENSG00000018510	AGPS	8540	HGNC:327	protein_coding	ADAP-S|ADAPS|ADAS|ADHAPS|ADPS|ALDHPSY	2	alkylglycerone phosphate synthase
ENSG00000018607	ZNF285CP	646915	HGNC:33228	transcribed_unprocessed_pseudogene	ZNF806	2	zinc finger protein 285C, pseudogene
ENSG00000018610	STEEP1	63932	HGNC:26239	protein_coding	CXorf56|FLJ22965	X	STING1 ER exit protein 1
ENSG00000018625	ATP1A2	477	HGNC:800	protein_coding	FHM2|MHP2	1	ATPase Na+/K+ transporting subunit alpha 2
ENSG00000018699	TTC27	55622	HGNC:25986	protein_coding	FLJ20272	2	tetratricopeptide repeat domain 27
ENSG00000018869	ZNF582	147948	HGNC:26421	protein_coding	FLJ30927	19	zinc finger protein 582
ENSG00000019102	VSIG2	23584	HGNC:17149	protein_coding	CTH|CTXL	11	V-set and immunoglobulin domain containing 2
ENSG00000019144	PHLDB1	23187	HGNC:23697	protein_coding	FLJ00141|KIAA0638|LL5a	11	pleckstrin homology like domain family B member 1
ENSG00000019169	MARCO	8685	HGNC:6895	protein_coding	SCARA2|SR-A6|SRA6	2	macrophage receptor with collagenous structure
ENSG00000019186	CYP24A1	1591	HGNC:2602	protein_coding	CP24|CYP24|P450-CC24|P450CC24|lncBCAS1-4_1|lncBCAS14_1	20	cytochrome P450 family 24 subfamily A member 1
ENSG00000019485	PRDM11	56981	HGNC:13996	protein_coding	PFM8	11	PR/SET domain 11
ENSG00000019505	SYT13	57586	HGNC:14962	protein_coding	KIAA1427	11	synaptotagmin 13
ENSG00000019549	SNAI2	6591	HGNC:11094	protein_coding	SLUG|SLUGH|SLUGH1|SNAIL2	8	snail family transcriptional repressor 2
ENSG00000019582	CD74	972	HGNC:1697	protein_coding	CLIP|DHLAG	5	CD74 molecule
ENSG00000019991	HGF	3082	HGNC:4893	protein_coding	DFNB39|F-TCF|FTCF|HGFB|HPTA|SF	7	hepatocyte growth factor
ENSG00000019995	ZRANB1	54764	HGNC:18224	protein_coding	TRABID	10	zinc finger RANBP2-type containing 1
ENSG00000020129	NCDN	23154	HGNC:17597	protein_coding	NCDN-1|NCDN-2|NCDN1|NCDN2	1	neurochondrin
ENSG00000020181	ADGRA2	25960	HGNC:17849	protein_coding	DKFZp434C211|DKFZp434J0911|FLJ14390|GPR124|KIAA1531|TEM5	8	adhesion G protein-coupled receptor A2
ENSG00000020219	CCT8L1P	155100	HGNC:32153	processed_pseudogene	CCT8L1	7	chaperonin containing TCP1 subunit 8 like 1, pseudogene
ENSG00000020256	ZFP64	55734	HGNC:15940	protein_coding	FLJ10734|FLJ12628|ZNF338|dJ548G19.1|dJ831D17.1	20	ZFP64 zinc finger protein
ENSG00000020426	MNAT1	4331	HGNC:7181	protein_coding	MAT1|RNF66	14	MNAT1 component of CDK activating kinase
ENSG00000020577	SAMD4A	23034	HGNC:23023	protein_coding	DKFZP434H0350|KIAA1053|SAMD4|SMG|SMGA|Smaug|hSmaug1	14	sterile alpha motif domain containing 4A
ENSG00000020633	RUNX3	864	HGNC:10473	protein_coding	AML2|CBFA3|PEBP2A3	1	RUNX family transcription factor 3
ENSG00000020922	MRE11	4361	HGNC:7230	protein_coding	ATLD|MRE11A	11	MRE11 double strand break repair nuclease
ENSG00000021300	PLEKHB1	58473	HGNC:19079	protein_coding	KPL1|PHR1|PHRET1	11	pleckstrin homology domain containing B1
ENSG00000021355	SERPINB1	1992	HGNC:3311	protein_coding	EI|ELANH2|LEI|MNEI|PI2	6	serpin family B member 1
ENSG00000021461	CYP3A43	64816	HGNC:17450	protein_coding		7	cytochrome P450 family 3 subfamily A member 43
ENSG00000021488	SLC7A9	11136	HGNC:11067	protein_coding	BAT1|CSNU3	19	solute carrier family 7 member 9
ENSG00000021574	SPAST	6683	HGNC:11233	protein_coding	ADPSP|FSP2|KIAA1083|SPG4	2	spastin
ENSG00000021645	NRXN3	9369	HGNC:8010	protein_coding	C14orf60|KIAA0743	14	neurexin 3
ENSG00000021762	OSBPL5	114879	HGNC:16392	protein_coding	KIAA1534|OBPH1|ORP5	11	oxysterol binding protein like 5
ENSG00000021776	AQR	9716	HGNC:29513	protein_coding	IBP160|KIAA0560|fSAP164	15	aquarius intron-binding spliceosomal factor
ENSG00000021826	CPS1	1373	HGNC:2323	protein_coding	GATD6	2	carbamoyl-phosphate synthase 1
ENSG00000021852	C8B	732	HGNC:1353	protein_coding		1	complement C8 beta chain
ENSG00000022267	FHL1	2273	HGNC:3702	protein_coding	FHL1B|FLH1A|KYO-T|KYOT|MGC111107|SLIM1|XMPMA|bA535K18.1	X	four and a half LIM domains 1
